User_ID,Category,Location_ID,Visitor_Count,Rating,Post_Content,Sentiment_Label,Cultural_Diversity_Index,Geometry_Parameters
USR_0016,Парки и природа,LOC_025,497,4.2,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.45,"[0.2, 0.67, 0.76]"
USR_0104,Гастрономия,LOC_030,54,1.4,"Ужасное обслуживание, ждали час!",Negative,0.65,"[0.44, 0.43, 0.01]"
USR_0187,Музеи и искусство,LOC_024,36,4.2,Современное искусство на высшем уровне.,Positive,0.26,"[0.85, 0.76, 0.43]"
USR_0087,Гастрономия,LOC_043,388,2.9,"Еда средняя, цены завышены.",Neutral,0.28,"[0.21, 0.4, 0.26]"
USR_0028,Парки и природа,LOC_048,398,4.9,Прекрасный ландшафтный дизайн.,Positive,0.8,"[0.36, 0.11, 0.34]"
USR_0064,Парки и природа,LOC_045,517,2.9,"Можно погулять, если живете рядом.",Neutral,0.73,"[0.49, 0.49, 0.36]"
USR_0050,Парки и природа,LOC_035,657,4.7,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.75,"[0.31, 0.62, 0.35]"
USR_0049,Парки и природа,LOC_027,1871,5.0,Прекрасный ландшафтный дизайн.,Positive,0.84,"[0.46, 0.28, 0.38]"
USR_0138,Шопинг,LOC_038,373,3.8,"Обычный ТЦ, цены как везде.",Neutral,0.8,"[0.37, 0.64, 0.82]"
USR_0115,Ночная жизнь,LOC_048,205,2.9,"Музыка на любителя, но коктейли неплохие.",Neutral,0.54,"[0.77, 0.58, 0.26]"
USR_0036,Парки и природа,LOC_047,802,4.7,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.24,"[0.72, 0.67, 0.37]"
USR_0109,Шопинг,LOC_010,167,4.4,Отличные скидки и приветливый персонал.,Positive,0.36,"[0.8, 0.23, 0.26]"
USR_0047,Архитектура,LOC_027,298,4.5,Потрясающие фасады зданий!,Positive,0.53,"[0.65, 0.53, 0.24]"
USR_0072,Шопинг,LOC_042,50,4.5,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.22,"[0.64, 0.23, 0.02]"
USR_0119,Гастрономия,LOC_007,22,2.0,"Еда холодная и невкусная, не советую.",Negative,0.82,"[0.23, 0.47, 0.17]"
USR_0064,Архитектура,LOC_032,1653,4.6,"Великолепная архитектура, обязательно к посещению.",Positive,0.85,"[0.27, 0.29, 0.64]"
USR_0020,Гастрономия,LOC_040,913,4.2,Обязательно вернусь сюда снова ради этих десертов.,Positive,0.12,"[0.71, 0.26, 0.14]"
USR_0114,Ночная жизнь,LOC_027,605,3.2,"Музыка на любителя, но коктейли неплохие.",Neutral,0.26,"[0.55, 0.34, 0.28]"
USR_0141,Музеи и искусство,LOC_018,272,2.6,"Некоторые залы закрыты, но в целом пойдет.",Neutral,0.81,"[0.76, 0.8, 0.42]"
USR_0026,Музеи и искусство,LOC_003,105,4.7,Очень познавательно и интересно.,Positive,0.81,"[0.75, 0.33, 0.76]"
USR_0013,Шопинг,LOC_045,95,4.8,Отличные скидки и приветливый персонал.,Positive,0.31,"[0.87, 0.14, 0.7]"
USR_0167,Гастрономия,LOC_024,154,4.6,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.49,"[0.25, 0.43, 0.17]"
USR_0139,Ночная жизнь,LOC_014,408,1.6,"Музыка слишком громкая, контингент сомнительный.",Negative,0.88,"[0.79, 0.67, 0.75]"
USR_0004,Музеи и искусство,LOC_029,636,2.2,"Зря потратили время, экспонатов почти нет.",Negative,0.7,"[0.29, 0.64, 0.22]"
USR_0024,Ночная жизнь,LOC_029,549,4.2,Отличная музыка и вкусные коктейли.,Positive,0.33,"[0.74, 0.41, 0.66]"
USR_0193,Ночная жизнь,LOC_016,174,1.4,"Ужасная охрана, плохой алкоголь.",Negative,0.8,"[0.22, 0.42, 0.69]"
USR_0061,Музеи и искусство,LOC_024,1559,3.8,"Экспозиция небольшая, ожидал большего.",Neutral,0.53,"[0.56, 0.79, 0.43]"
USR_0043,Музеи и искусство,LOC_007,679,4.6,Экспозиция просто восторг!,Positive,0.64,"[0.68, 0.32, 0.29]"
USR_0105,Архитектура,LOC_044,414,4.7,Потрясающие фасады зданий!,Positive,0.21,"[0.64, 0.13, 0.84]"
USR_0125,Архитектура,LOC_024,483,2.3,"Все в ужасном состоянии, разруха.",Negative,0.13,"[0.56, 0.28, 0.57]"
USR_0124,Парки и природа,LOC_035,282,4.9,Тихое и спокойное место для прогулок.,Positive,0.42,"[0.34, 0.72, 0.78]"
USR_0055,Гастрономия,LOC_042,152,4.9,Отличное обслуживание и прекрасное меню.,Positive,0.6,"[0.35, 0.18, 0.57]"
USR_0103,Музеи и искусство,LOC_023,230,1.6,"Скучно, неинтересно и дорого.",Negative,0.25,"[0.43, 0.22, 0.25]"
USR_0016,Ночная жизнь,LOC_004,719,4.9,Лучшая вечеринка года!,Positive,0.84,"[0.28, 0.65, 0.01]"
USR_0043,Гастрономия,LOC_026,17,2.3,"Ужасное обслуживание, ждали час!",Negative,0.6,"[0.23, 0.65, 0.43]"
USR_0098,Парки и природа,LOC_018,71,1.0,"Парк не ухожен, трава высохла.",Negative,0.4,"[0.62, 0.36, 0.08]"
USR_0001,Ночная жизнь,LOC_013,33,4.1,"Замечательная атмосфера, танцевали до утра.",Positive,0.24,"[0.31, 0.16, 0.56]"
USR_0100,Шопинг,LOC_008,30,1.4,"Цены космос, выбор нулевой.",Negative,0.86,"[0.85, 0.8, 0.56]"
USR_0068,Парки и природа,LOC_030,977,1.8,"Парк не ухожен, трава высохла.",Negative,0.74,"[0.24, 0.55, 0.63]"
USR_0117,Музеи и искусство,LOC_006,618,4.9,Очень познавательно и интересно.,Positive,0.69,"[0.75, 0.19, 0.21]"
USR_0074,Шопинг,LOC_043,331,1.7,"Цены космос, выбор нулевой.",Negative,0.34,"[0.89, 0.65, 0.68]"
USR_0109,Шопинг,LOC_014,61,4.1,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.43,"[0.76, 0.41, 0.17]"
USR_0179,Парки и природа,LOC_042,348,4.5,Прекрасный ландшафтный дизайн.,Positive,0.24,"[0.68, 0.35, 0.12]"
USR_0188,Музеи и искусство,LOC_041,330,4.2,Современное искусство на высшем уровне.,Positive,0.59,"[0.83, 0.44, 0.39]"
USR_0143,Ночная жизнь,LOC_039,105,3.6,"Музыка на любителя, но коктейли неплохие.",Neutral,0.92,"[0.41, 0.59, 0.17]"
USR_0170,Шопинг,LOC_002,294,4.8,Отличные скидки и приветливый персонал.,Positive,0.83,"[0.33, 0.34, 0.66]"
USR_0184,Парки и природа,LOC_004,264,4.9,Тихое и спокойное место для прогулок.,Positive,0.65,"[0.39, 0.68, 0.82]"
USR_0125,Парки и природа,LOC_022,488,2.2,"Парк не ухожен, трава высохла.",Negative,0.68,"[0.59, 0.15, 0.14]"
USR_0040,Ночная жизнь,LOC_016,514,4.1,Лучшая вечеринка года!,Positive,0.33,"[0.41, 0.28, 0.33]"
USR_0049,Музеи и искусство,LOC_009,33,2.8,"Некоторые залы закрыты, но в целом пойдет.",Neutral,0.45,"[0.2, 0.55, 0.34]"
USR_0076,Парки и природа,LOC_037,244,4.3,Тихое и спокойное место для прогулок.,Positive,0.12,"[0.33, 0.11, 0.77]"
USR_0056,Парки и природа,LOC_014,501,4.3,Прекрасный ландшафтный дизайн.,Positive,0.76,"[0.74, 0.27, 0.65]"
USR_0015,Парки и природа,LOC_005,359,4.8,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.75,"[0.66, 0.48, 0.35]"
USR_0149,Гастрономия,LOC_049,980,1.4,"Еда холодная и невкусная, не советую.",Negative,0.11,"[0.57, 0.45, 0.5]"
USR_0189,Архитектура,LOC_036,547,2.5,"Здания как здания, ничего особенного.",Neutral,0.87,"[0.63, 0.33, 0.58]"
USR_0139,Ночная жизнь,LOC_014,98,3.5,"Слишком много людей, не протолкнуться.",Neutral,0.65,"[0.28, 0.47, 0.06]"
USR_0016,Гастрономия,LOC_038,46,4.1,Обязательно вернусь сюда снова ради этих десертов.,Positive,0.61,"[0.78, 0.19, 0.79]"
USR_0192,Парки и природа,LOC_014,524,4.4,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.11,"[0.34, 0.44, 0.09]"
USR_0081,Архитектура,LOC_015,23,4.9,"Великолепная архитектура, обязательно к посещению.",Positive,0.31,"[0.6, 0.69, 0.59]"
USR_0015,Ночная жизнь,LOC_022,450,2.9,"Музыка на любителя, но коктейли неплохие.",Neutral,0.78,"[0.57, 0.59, 0.23]"
USR_0013,Шопинг,LOC_050,1418,4.9,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.36,"[0.46, 0.52, 0.06]"
USR_0150,Ночная жизнь,LOC_010,438,4.6,Лучшая вечеринка года!,Positive,0.92,"[0.85, 0.25, 0.44]"
USR_0123,Гастрономия,LOC_039,255,4.1,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.65,"[0.82, 0.16, 0.72]"
USR_0129,Гастрономия,LOC_001,525,4.7,Отличное обслуживание и прекрасное меню.,Positive,0.46,"[0.24, 0.49, 0.84]"
USR_0136,Гастрономия,LOC_018,316,3.1,"Еда средняя, цены завышены.",Neutral,0.42,"[0.49, 0.36, 0.64]"
USR_0041,Ночная жизнь,LOC_010,404,4.5,Отличная музыка и вкусные коктейли.,Positive,0.4,"[0.78, 0.29, 0.04]"
USR_0015,Музеи и искусство,LOC_009,1429,4.7,Современное искусство на высшем уровне.,Positive,0.31,"[0.25, 0.31, 0.85]"
USR_0131,Парки и природа,LOC_035,253,4.2,Прекрасный ландшафтный дизайн.,Positive,0.5,"[0.87, 0.17, 0.65]"
USR_0021,Ночная жизнь,LOC_017,1634,3.7,"Музыка на любителя, но коктейли неплохие.",Neutral,0.68,"[0.57, 0.23, 0.47]"
USR_0048,Шопинг,LOC_012,1188,4.4,Отличные скидки и приветливый персонал.,Positive,0.8,"[0.37, 0.54, 0.16]"
USR_0018,Шопинг,LOC_008,118,2.6,"Обычный ТЦ, цены как везде.",Neutral,0.44,"[0.72, 0.39, 0.09]"
USR_0153,Шопинг,LOC_043,45,4.1,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.19,"[0.65, 0.35, 0.41]"
USR_0018,Парки и природа,LOC_002,63,4.5,Тихое и спокойное место для прогулок.,Positive,0.53,"[0.67, 0.72, 0.15]"
USR_0173,Архитектура,LOC_009,19,4.1,"Великолепная архитектура, обязательно к посещению.",Positive,0.66,"[0.33, 0.38, 0.3]"
USR_0061,Гастрономия,LOC_001,59,4.5,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.82,"[0.31, 0.8, 0.4]"
USR_0104,Парки и природа,LOC_023,584,4.2,Прекрасный ландшафтный дизайн.,Positive,0.42,"[0.45, 0.32, 0.89]"
USR_0031,Гастрономия,LOC_016,46,4.1,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.65,"[0.43, 0.36, 0.69]"
USR_0146,Парки и природа,LOC_038,202,4.8,Тихое и спокойное место для прогулок.,Positive,0.62,"[0.5, 0.61, 0.55]"
USR_0064,Гастрономия,LOC_021,941,4.5,Отличное обслуживание и прекрасное меню.,Positive,0.35,"[0.59, 0.25, 0.69]"
USR_0149,Парки и природа,LOC_002,21,4.1,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.19,"[0.85, 0.28, 0.87]"
USR_0153,Архитектура,LOC_012,852,4.8,"Великолепная архитектура, обязательно к посещению.",Positive,0.15,"[0.51, 0.38, 0.65]"
USR_0011,Ночная жизнь,LOC_017,175,3.1,"Слишком много людей, не протолкнуться.",Neutral,0.94,"[0.89, 0.52, 0.47]"
USR_0159,Шопинг,LOC_004,72,3.5,"Обычный ТЦ, цены как везде.",Neutral,0.64,"[0.9, 0.31, 0.27]"
USR_0021,Гастрономия,LOC_009,606,4.0,Отличное обслуживание и прекрасное меню.,Positive,0.83,"[0.36, 0.7, 0.02]"
USR_0108,Парки и природа,LOC_048,505,4.1,Тихое и спокойное место для прогулок.,Positive,0.32,"[0.78, 0.58, 0.25]"
USR_0169,Архитектура,LOC_027,1059,2.3,"Фасады обшарпаны, неприятно смотреть.",Negative,0.7,"[0.59, 0.49, 0.83]"
USR_0150,Архитектура,LOC_034,674,4.9,"Великолепная архитектура, обязательно к посещению.",Positive,0.86,"[0.31, 0.13, 0.32]"
USR_0145,Шопинг,LOC_008,823,4.4,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.35,"[0.3, 0.36, 0.52]"
USR_0134,Парки и природа,LOC_048,175,3.6,"Обычный парк, маловато скамеек.",Neutral,0.23,"[0.36, 0.67, 0.08]"
USR_0081,Ночная жизнь,LOC_005,107,1.9,"Музыка слишком громкая, контингент сомнительный.",Negative,0.75,"[0.48, 0.74, 0.66]"
USR_0067,Гастрономия,LOC_031,704,5.0,Отличное обслуживание и прекрасное меню.,Positive,0.86,"[0.71, 0.66, 0.16]"
USR_0053,Ночная жизнь,LOC_029,832,4.9,Отличная музыка и вкусные коктейли.,Positive,0.78,"[0.78, 0.58, 0.52]"
USR_0172,Музеи и искусство,LOC_050,2338,1.5,"Скучно, неинтересно и дорого.",Negative,0.78,"[0.84, 0.52, 0.27]"
USR_0184,Архитектура,LOC_024,276,3.4,"Требует реставрации, но в целом нормально.",Neutral,0.61,"[0.71, 0.5, 0.07]"
USR_0081,Архитектура,LOC_033,242,4.7,"Великолепная архитектура, обязательно к посещению.",Positive,0.66,"[0.24, 0.64, 0.31]"
USR_0062,Шопинг,LOC_038,758,4.2,Прекрасный торговый центр с удобной парковкой.,Positive,0.68,"[0.77, 0.39, 0.78]"
USR_0068,Парки и природа,LOC_007,218,4.5,Прекрасный ландшафтный дизайн.,Positive,0.71,"[0.81, 0.26, 0.59]"
USR_0102,Музеи и искусство,LOC_029,1345,2.8,"Некоторые залы закрыты, но в целом пойдет.",Neutral,0.66,"[0.62, 0.11, 0.7]"
USR_0034,Музеи и искусство,LOC_033,987,4.0,Очень познавательно и интересно.,Positive,0.95,"[0.47, 0.31, 0.04]"
USR_0172,Музеи и искусство,LOC_015,290,4.7,Очень познавательно и интересно.,Positive,0.32,"[0.58, 0.2, 0.45]"
USR_0166,Парки и природа,LOC_040,704,4.5,Прекрасный ландшафтный дизайн.,Positive,0.46,"[0.35, 0.14, 0.66]"
USR_0077,Гастрономия,LOC_003,712,2.8,"Нормально перекусить можно, но без изысков.",Neutral,0.43,"[0.48, 0.41, 0.54]"
USR_0118,Архитектура,LOC_047,64,4.3,Потрясающие фасады зданий!,Positive,0.13,"[0.55, 0.26, 0.26]"
USR_0081,Парки и природа,LOC_043,1174,2.0,"Парк не ухожен, трава высохла.",Negative,0.7,"[0.48, 0.19, 0.07]"
USR_0193,Музеи и искусство,LOC_034,361,4.8,Современное искусство на высшем уровне.,Positive,0.59,"[0.6, 0.13, 0.36]"
USR_0019,Архитектура,LOC_020,885,4.8,Потрясающие фасады зданий!,Positive,0.26,"[0.26, 0.45, 0.7]"
USR_0003,Архитектура,LOC_030,202,1.0,"Фасады обшарпаны, неприятно смотреть.",Negative,0.72,"[0.29, 0.19, 0.5]"
USR_0118,Музеи и искусство,LOC_042,1139,4.1,Экспозиция просто восторг!,Positive,0.29,"[0.54, 0.56, 0.18]"
USR_0160,Музеи и искусство,LOC_002,256,4.6,Очень познавательно и интересно.,Positive,0.55,"[0.63, 0.61, 0.22]"
USR_0145,Архитектура,LOC_004,15,2.6,"Здания как здания, ничего особенного.",Neutral,0.77,"[0.25, 0.64, 0.29]"
USR_0026,Шопинг,LOC_031,1188,3.1,"Обычный ТЦ, цены как везде.",Neutral,0.87,"[0.85, 0.16, 0.6]"
USR_0019,Ночная жизнь,LOC_026,57,4.2,Лучшая вечеринка года!,Positive,0.67,"[0.5, 0.34, 0.29]"
USR_0138,Ночная жизнь,LOC_028,202,1.1,"Ужасная охрана, плохой алкоголь.",Negative,0.53,"[0.62, 0.12, 0.27]"
USR_0055,Архитектура,LOC_044,1508,4.3,Потрясающие фасады зданий!,Positive,0.82,"[0.89, 0.53, 0.89]"
USR_0130,Гастрономия,LOC_007,1513,3.5,"Еда средняя, цены завышены.",Neutral,0.81,"[0.51, 0.2, 0.04]"
USR_0068,Гастрономия,LOC_032,435,4.6,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.85,"[0.77, 0.24, 0.34]"
USR_0034,Шопинг,LOC_046,509,2.9,"Обычный ТЦ, цены как везде.",Neutral,0.25,"[0.73, 0.7, 0.1]"
USR_0090,Парки и природа,LOC_029,307,4.1,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.18,"[0.24, 0.76, 0.83]"
USR_0018,Архитектура,LOC_005,183,2.8,"Требует реставрации, но в целом нормально.",Neutral,0.21,"[0.81, 0.67, 0.01]"
USR_0063,Гастрономия,LOC_006,209,4.1,Отличное обслуживание и прекрасное меню.,Positive,0.32,"[0.69, 0.18, 0.41]"
USR_0095,Архитектура,LOC_021,568,2.2,"Все в ужасном состоянии, разруха.",Negative,0.79,"[0.22, 0.25, 0.48]"
USR_0073,Шопинг,LOC_039,707,1.9,"Хамоватый персонал, обсчитали на кассе.",Negative,0.75,"[0.34, 0.47, 0.23]"
USR_0041,Музеи и искусство,LOC_010,794,4.5,Экспозиция просто восторг!,Positive,0.26,"[0.54, 0.61, 0.13]"
USR_0113,Шопинг,LOC_005,789,2.3,"Цены космос, выбор нулевой.",Negative,0.68,"[0.69, 0.11, 0.52]"
USR_0140,Шопинг,LOC_009,57,3.6,"Обычный ТЦ, цены как везде.",Neutral,0.39,"[0.66, 0.13, 0.15]"
USR_0181,Шопинг,LOC_018,351,4.4,Отличные скидки и приветливый персонал.,Positive,0.18,"[0.4, 0.65, 0.56]"
USR_0078,Гастрономия,LOC_040,39,4.4,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.4,"[0.24, 0.56, 0.01]"
USR_0157,Шопинг,LOC_041,408,3.2,"Мало брендов, но чисто.",Neutral,0.73,"[0.47, 0.29, 0.77]"
USR_0168,Музеи и искусство,LOC_038,301,2.9,"Экспозиция небольшая, ожидал большего.",Neutral,0.36,"[0.66, 0.7, 0.02]"
USR_0136,Музеи и искусство,LOC_036,1103,3.6,"Экспозиция небольшая, ожидал большего.",Neutral,0.77,"[0.81, 0.55, 0.21]"
USR_0003,Музеи и искусство,LOC_046,226,1.8,"Скучно, неинтересно и дорого.",Negative,0.38,"[0.47, 0.78, 0.09]"
USR_0171,Парки и природа,LOC_021,72,1.8,"Парк не ухожен, трава высохла.",Negative,0.32,"[0.42, 0.71, 0.48]"
USR_0142,Шопинг,LOC_025,87,4.2,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.35,"[0.33, 0.45, 0.41]"
USR_0077,Музеи и искусство,LOC_039,726,4.6,Современное искусство на высшем уровне.,Positive,0.82,"[0.85, 0.12, 0.22]"
USR_0170,Парки и природа,LOC_034,491,2.2,"Много мусора, неприятно гулять.",Negative,0.5,"[0.57, 0.33, 0.35]"
USR_0027,Шопинг,LOC_019,63,4.7,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.84,"[0.31, 0.34, 0.32]"
USR_0035,Шопинг,LOC_030,53,4.3,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.6,"[0.64, 0.27, 0.88]"
USR_0068,Архитектура,LOC_033,613,3.3,"Здания как здания, ничего особенного.",Neutral,0.9,"[0.55, 0.67, 0.56]"
USR_0030,Шопинг,LOC_039,47,1.3,"Цены космос, выбор нулевой.",Negative,0.16,"[0.82, 0.72, 0.73]"
USR_0028,Ночная жизнь,LOC_028,872,3.5,"Музыка на любителя, но коктейли неплохие.",Neutral,0.86,"[0.22, 0.49, 0.25]"
USR_0191,Архитектура,LOC_007,622,4.5,Очень красивое историческое место.,Positive,0.53,"[0.31, 0.73, 0.59]"
USR_0142,Гастрономия,LOC_045,52,1.5,"Еда холодная и невкусная, не советую.",Negative,0.84,"[0.26, 0.37, 0.86]"
USR_0040,Ночная жизнь,LOC_008,54,1.0,"Музыка слишком громкая, контингент сомнительный.",Negative,0.42,"[0.63, 0.54, 0.2]"
USR_0070,Гастрономия,LOC_042,2167,2.3,"Еда холодная и невкусная, не советую.",Negative,0.35,"[0.37, 0.21, 0.87]"
USR_0073,Парки и природа,LOC_042,244,5.0,Тихое и спокойное место для прогулок.,Positive,0.15,"[0.84, 0.33, 0.49]"
USR_0155,Ночная жизнь,LOC_050,241,4.2,"Замечательная атмосфера, танцевали до утра.",Positive,0.83,"[0.34, 0.2, 0.49]"
USR_0054,Архитектура,LOC_036,847,2.8,"Требует реставрации, но в целом нормально.",Neutral,0.22,"[0.76, 0.7, 0.28]"
USR_0184,Гастрономия,LOC_047,1481,1.8,"Ужасное обслуживание, ждали час!",Negative,0.27,"[0.69, 0.47, 0.12]"
USR_0088,Гастрономия,LOC_014,2144,3.0,"Нормально перекусить можно, но без изысков.",Neutral,0.45,"[0.9, 0.78, 0.13]"
