User_ID,Category,Location_ID,Visitor_Count,Rating,Post_Content,Sentiment_Label,Cultural_Diversity_Index,Geometry_Parameters
USR_0053,Гастрономия,LOC_028,709,4.4,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.58,"[0.85, 0.74, 0.29]"
USR_0176,Шопинг,LOC_029,246,4.5,Отличные скидки и приветливый персонал.,Positive,0.87,"[0.59, 0.76, 0.11]"
USR_0163,Архитектура,LOC_015,53,4.1,"Великолепная архитектура, обязательно к посещению.",Positive,0.49,"[0.42, 0.72, 0.65]"
USR_0068,Гастрономия,LOC_027,760,1.7,"Еда холодная и невкусная, не советую.",Negative,0.37,"[0.74, 0.72, 0.37]"
USR_0130,Архитектура,LOC_022,418,3.8,"Здания как здания, ничего особенного.",Neutral,0.71,"[0.49, 0.41, 0.84]"
USR_0126,Музеи и искусство,LOC_030,286,4.4,Очень познавательно и интересно.,Positive,0.76,"[0.83, 0.75, 0.25]"
USR_0065,Музеи и искусство,LOC_026,1194,4.2,Очень познавательно и интересно.,Positive,0.51,"[0.75, 0.17, 0.17]"
USR_0014,Ночная жизнь,LOC_027,68,4.3,"Замечательная атмосфера, танцевали до утра.",Positive,0.64,"[0.73, 0.53, 0.24]"
USR_0024,Шопинг,LOC_047,349,1.8,"Цены космос, выбор нулевой.",Negative,0.25,"[0.6, 0.26, 0.21]"
USR_0163,Музеи и искусство,LOC_007,15,4.2,Экспозиция просто восторг!,Positive,0.64,"[0.68, 0.35, 0.62]"
USR_0109,Парки и природа,LOC_021,326,4.4,Прекрасный ландшафтный дизайн.,Positive,0.1,"[0.53, 0.45, 0.54]"
USR_0071,Архитектура,LOC_028,38,3.2,"Здания как здания, ничего особенного.",Neutral,0.33,"[0.7, 0.36, 0.77]"
USR_0012,Гастрономия,LOC_021,73,3.5,"Еда средняя, цены завышены.",Neutral,0.75,"[0.54, 0.2, 0.17]"
USR_0001,Парки и природа,LOC_043,72,4.8,Тихое и спокойное место для прогулок.,Positive,0.24,"[0.22, 0.64, 0.01]"
USR_0086,Ночная жизнь,LOC_017,533,1.9,"Музыка слишком громкая, контингент сомнительный.",Negative,0.75,"[0.39, 0.39, 0.67]"
USR_0198,Парки и природа,LOC_024,695,4.2,Тихое и спокойное место для прогулок.,Positive,0.52,"[0.89, 0.63, 0.06]"
USR_0034,Ночная жизнь,LOC_010,447,2.7,"Музыка на любителя, но коктейли неплохие.",Neutral,0.75,"[0.85, 0.79, 0.78]"
USR_0164,Музеи и искусство,LOC_044,1647,3.2,"Экспозиция небольшая, ожидал большего.",Neutral,0.17,"[0.54, 0.33, 0.41]"
USR_0068,Архитектура,LOC_031,244,1.8,"Все в ужасном состоянии, разруха.",Negative,0.62,"[0.37, 0.38, 0.04]"
USR_0042,Ночная жизнь,LOC_005,178,2.6,"Слишком много людей, не протолкнуться.",Neutral,0.64,"[0.71, 0.37, 0.28]"
USR_0190,Гастрономия,LOC_006,1024,4.8,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.44,"[0.63, 0.62, 0.53]"
USR_0114,Парки и природа,LOC_006,136,1.9,"Парк не ухожен, трава высохла.",Negative,0.92,"[0.57, 0.71, 0.71]"
USR_0142,Ночная жизнь,LOC_006,1661,3.1,"Слишком много людей, не протолкнуться.",Neutral,0.43,"[0.56, 0.42, 0.74]"
USR_0181,Шопинг,LOC_028,16,2.8,"Обычный ТЦ, цены как везде.",Neutral,0.13,"[0.23, 0.8, 0.47]"
USR_0110,Ночная жизнь,LOC_007,1761,2.5,"Музыка на любителя, но коктейли неплохие.",Neutral,0.27,"[0.48, 0.61, 0.5]"
USR_0144,Гастрономия,LOC_048,32,4.4,Обязательно вернусь сюда снова ради этих десертов.,Positive,0.42,"[0.56, 0.54, 0.04]"
USR_0003,Музеи и искусство,LOC_048,1118,3.4,"Некоторые залы закрыты, но в целом пойдет.",Neutral,0.11,"[0.4, 0.38, 0.27]"
USR_0029,Архитектура,LOC_024,385,3.2,"Требует реставрации, но в целом нормально.",Neutral,0.37,"[0.78, 0.42, 0.38]"
USR_0020,Шопинг,LOC_009,2488,4.0,Отличные скидки и приветливый персонал.,Positive,0.81,"[0.63, 0.14, 0.47]"
USR_0177,Гастрономия,LOC_036,48,4.0,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.26,"[0.3, 0.68, 0.41]"
USR_0039,Ночная жизнь,LOC_004,413,4.3,Лучшая вечеринка года!,Positive,0.68,"[0.71, 0.18, 0.7]"
USR_0140,Гастрономия,LOC_038,1751,1.0,"Еда холодная и невкусная, не советую.",Negative,0.63,"[0.86, 0.59, 0.12]"
USR_0010,Парки и природа,LOC_036,380,3.4,"Обычный парк, маловато скамеек.",Neutral,0.31,"[0.49, 0.42, 0.16]"
USR_0095,Гастрономия,LOC_036,506,3.8,"Еда средняя, цены завышены.",Neutral,0.69,"[0.61, 0.6, 0.18]"
USR_0150,Архитектура,LOC_022,604,4.1,Потрясающие фасады зданий!,Positive,0.39,"[0.52, 0.28, 0.62]"
USR_0142,Архитектура,LOC_043,313,4.2,"Великолепная архитектура, обязательно к посещению.",Positive,0.21,"[0.84, 0.66, 0.65]"
USR_0038,Гастрономия,LOC_008,503,4.8,Отличное обслуживание и прекрасное меню.,Positive,0.43,"[0.29, 0.18, 0.4]"
USR_0111,Парки и природа,LOC_027,448,4.4,Прекрасный ландшафтный дизайн.,Positive,0.6,"[0.45, 0.47, 0.35]"
USR_0033,Шопинг,LOC_023,1167,4.4,Отличные скидки и приветливый персонал.,Positive,0.24,"[0.75, 0.46, 0.85]"
USR_0011,Ночная жизнь,LOC_043,33,5.0,Отличная музыка и вкусные коктейли.,Positive,0.8,"[0.47, 0.37, 0.69]"
USR_0079,Шопинг,LOC_049,174,4.7,Прекрасный торговый центр с удобной парковкой.,Positive,0.35,"[0.84, 0.5, 0.59]"
USR_0094,Парки и природа,LOC_028,1511,3.4,"Обычный парк, маловато скамеек.",Neutral,0.35,"[0.31, 0.71, 0.16]"
USR_0011,Музеи и искусство,LOC_047,1114,2.1,"Скучно, неинтересно и дорого.",Negative,0.72,"[0.7, 0.39, 0.28]"
USR_0092,Архитектура,LOC_004,314,4.4,"Великолепная архитектура, обязательно к посещению.",Positive,0.61,"[0.74, 0.41, 0.56]"
USR_0054,Музеи и искусство,LOC_019,493,4.1,Экспозиция просто восторг!,Positive,0.39,"[0.28, 0.19, 0.18]"
USR_0175,Ночная жизнь,LOC_039,172,4.2,"Замечательная атмосфера, танцевали до утра.",Positive,0.85,"[0.64, 0.28, 0.41]"
USR_0064,Парки и природа,LOC_020,114,4.4,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.95,"[0.8, 0.48, 0.01]"
USR_0171,Ночная жизнь,LOC_023,321,3.3,"Музыка на любителя, но коктейли неплохие.",Neutral,0.39,"[0.82, 0.27, 0.53]"
USR_0027,Музеи и искусство,LOC_007,227,1.1,"Скучно, неинтересно и дорого.",Negative,0.87,"[0.53, 0.39, 0.07]"
USR_0091,Парки и природа,LOC_037,448,4.0,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.41,"[0.62, 0.27, 0.49]"
USR_0200,Шопинг,LOC_033,50,4.9,Прекрасный торговый центр с удобной парковкой.,Positive,0.26,"[0.63, 0.49, 0.74]"
USR_0144,Шопинг,LOC_014,1842,1.7,"Хамоватый персонал, обсчитали на кассе.",Negative,0.91,"[0.23, 0.2, 0.59]"
USR_0105,Музеи и искусство,LOC_010,2151,4.1,Экспозиция просто восторг!,Positive,0.88,"[0.23, 0.7, 0.6]"
USR_0159,Музеи и искусство,LOC_043,608,2.3,"Зря потратили время, экспонатов почти нет.",Negative,0.44,"[0.79, 0.31, 0.83]"
USR_0192,Архитектура,LOC_031,394,4.0,Очень красивое историческое место.,Positive,0.29,"[0.23, 0.39, 0.16]"
USR_0040,Шопинг,LOC_015,195,1.4,"Цены космос, выбор нулевой.",Negative,0.72,"[0.67, 0.53, 0.62]"
USR_0061,Архитектура,LOC_007,850,1.8,"Фасады обшарпаны, неприятно смотреть.",Negative,0.21,"[0.62, 0.65, 0.16]"
USR_0042,Музеи и искусство,LOC_023,587,3.5,"Экспозиция небольшая, ожидал большего.",Neutral,0.72,"[0.52, 0.51, 0.84]"
USR_0046,Ночная жизнь,LOC_036,98,4.1,Отличная музыка и вкусные коктейли.,Positive,0.6,"[0.27, 0.31, 0.33]"
USR_0106,Парки и природа,LOC_024,1219,4.2,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.24,"[0.47, 0.15, 0.38]"
USR_0007,Шопинг,LOC_008,874,3.0,"Мало брендов, но чисто.",Neutral,0.41,"[0.59, 0.3, 0.12]"
USR_0046,Парки и природа,LOC_049,1505,1.5,"Много мусора, неприятно гулять.",Negative,0.65,"[0.69, 0.29, 0.47]"
USR_0189,Архитектура,LOC_018,656,2.7,"Здания как здания, ничего особенного.",Neutral,0.13,"[0.57, 0.59, 0.55]"
USR_0086,Архитектура,LOC_037,485,2.0,"Все в ужасном состоянии, разруха.",Negative,0.85,"[0.28, 0.61, 0.57]"
USR_0106,Гастрономия,LOC_015,280,5.0,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.32,"[0.89, 0.44, 0.62]"
USR_0172,Ночная жизнь,LOC_028,1359,4.4,"Замечательная атмосфера, танцевали до утра.",Positive,0.55,"[0.85, 0.79, 0.26]"
USR_0189,Шопинг,LOC_036,1015,3.0,"Обычный ТЦ, цены как везде.",Neutral,0.14,"[0.63, 0.32, 0.47]"
USR_0064,Шопинг,LOC_050,33,3.8,"Обычный ТЦ, цены как везде.",Neutral,0.95,"[0.9, 0.35, 0.12]"
USR_0069,Архитектура,LOC_040,23,4.8,Потрясающие фасады зданий!,Positive,0.66,"[0.59, 0.46, 0.57]"
USR_0041,Ночная жизнь,LOC_040,246,4.3,Лучшая вечеринка года!,Positive,0.66,"[0.54, 0.23, 0.55]"
USR_0180,Парки и природа,LOC_044,841,1.7,"Парк не ухожен, трава высохла.",Negative,0.12,"[0.7, 0.79, 0.0]"
USR_0028,Шопинг,LOC_042,2192,4.9,Отличные скидки и приветливый персонал.,Positive,0.69,"[0.22, 0.54, 0.11]"
USR_0098,Архитектура,LOC_036,91,4.7,Очень красивое историческое место.,Positive,0.45,"[0.79, 0.66, 0.9]"
USR_0010,Гастрономия,LOC_002,460,2.6,"Нормально перекусить можно, но без изысков.",Neutral,0.42,"[0.49, 0.33, 0.5]"
USR_0121,Музеи и искусство,LOC_039,249,3.6,"Некоторые залы закрыты, но в целом пойдет.",Neutral,0.57,"[0.65, 0.11, 0.18]"
USR_0057,Шопинг,LOC_043,1761,2.6,"Мало брендов, но чисто.",Neutral,0.5,"[0.4, 0.65, 0.28]"
USR_0052,Ночная жизнь,LOC_045,932,4.7,Лучшая вечеринка года!,Positive,0.23,"[0.55, 0.33, 0.01]"
USR_0118,Музеи и искусство,LOC_018,921,3.5,"Экспозиция небольшая, ожидал большего.",Neutral,0.69,"[0.68, 0.34, 0.65]"
USR_0090,Парки и природа,LOC_002,326,4.1,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.64,"[0.63, 0.12, 0.16]"
USR_0079,Гастрономия,LOC_012,277,4.3,Отличное обслуживание и прекрасное меню.,Positive,0.36,"[0.43, 0.34, 0.61]"
USR_0059,Шопинг,LOC_018,169,4.3,Отличные скидки и приветливый персонал.,Positive,0.66,"[0.84, 0.66, 0.58]"
USR_0058,Музеи и искусство,LOC_045,39,4.2,Экспозиция просто восторг!,Positive,0.66,"[0.54, 0.54, 0.8]"
USR_0007,Ночная жизнь,LOC_049,1010,4.6,Лучшая вечеринка года!,Positive,0.33,"[0.58, 0.33, 0.71]"
USR_0169,Музеи и искусство,LOC_020,848,4.0,Экспозиция просто восторг!,Positive,0.61,"[0.49, 0.62, 0.75]"
USR_0050,Архитектура,LOC_022,4096,4.1,"Великолепная архитектура, обязательно к посещению.",Positive,0.22,"[0.41, 0.61, 0.28]"
USR_0103,Музеи и искусство,LOC_023,2857,4.3,Очень познавательно и интересно.,Positive,0.81,"[0.58, 0.25, 0.62]"
USR_0085,Парки и природа,LOC_001,415,4.3,Прекрасный ландшафтный дизайн.,Positive,0.19,"[0.76, 0.72, 0.32]"
USR_0072,Музеи и искусство,LOC_012,742,4.1,Современное искусство на высшем уровне.,Positive,0.71,"[0.88, 0.3, 0.03]"
USR_0018,Парки и природа,LOC_010,1458,2.3,"Много мусора, неприятно гулять.",Negative,0.2,"[0.89, 0.54, 0.76]"
USR_0198,Парки и природа,LOC_037,957,1.8,"Много мусора, неприятно гулять.",Negative,0.2,"[0.6, 0.37, 0.54]"
USR_0072,Ночная жизнь,LOC_043,152,4.4,Отличная музыка и вкусные коктейли.,Positive,0.19,"[0.81, 0.63, 0.63]"
USR_0090,Архитектура,LOC_026,309,4.3,Потрясающие фасады зданий!,Positive,0.27,"[0.42, 0.12, 0.37]"
USR_0165,Гастрономия,LOC_005,79,4.1,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.27,"[0.55, 0.27, 0.41]"
USR_0131,Парки и природа,LOC_010,1550,4.4,Прекрасный ландшафтный дизайн.,Positive,0.32,"[0.87, 0.25, 0.27]"
USR_0103,Музеи и искусство,LOC_048,475,4.1,Экспозиция просто восторг!,Positive,0.54,"[0.28, 0.65, 0.7]"
USR_0174,Ночная жизнь,LOC_041,139,4.2,Отличная музыка и вкусные коктейли.,Positive,0.27,"[0.84, 0.41, 0.02]"
USR_0138,Музеи и искусство,LOC_002,566,3.3,"Экспозиция небольшая, ожидал большего.",Neutral,0.7,"[0.54, 0.45, 0.17]"
USR_0085,Парки и природа,LOC_006,491,4.1,Прекрасный ландшафтный дизайн.,Positive,0.35,"[0.85, 0.61, 0.47]"
USR_0008,Ночная жизнь,LOC_048,231,4.9,Лучшая вечеринка года!,Positive,0.13,"[0.74, 0.2, 0.78]"
USR_0030,Музеи и искусство,LOC_034,70,4.6,Современное искусство на высшем уровне.,Positive,0.52,"[0.78, 0.76, 0.61]"
USR_0067,Шопинг,LOC_014,566,3.0,"Мало брендов, но чисто.",Neutral,0.28,"[0.29, 0.61, 0.41]"
USR_0046,Архитектура,LOC_025,377,4.8,Очень красивое историческое место.,Positive,0.89,"[0.7, 0.47, 0.0]"
USR_0149,Музеи и искусство,LOC_027,749,2.4,"Скучно, неинтересно и дорого.",Negative,0.38,"[0.85, 0.58, 0.53]"
USR_0068,Архитектура,LOC_030,377,4.3,Потрясающие фасады зданий!,Positive,0.1,"[0.26, 0.43, 0.04]"
USR_0010,Парки и природа,LOC_022,965,1.3,"Парк не ухожен, трава высохла.",Negative,0.67,"[0.56, 0.56, 0.28]"
USR_0028,Парки и природа,LOC_011,411,5.0,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.87,"[0.6, 0.32, 0.8]"
USR_0153,Парки и природа,LOC_024,421,1.4,"Много мусора, неприятно гулять.",Negative,0.81,"[0.42, 0.23, 0.25]"
USR_0112,Архитектура,LOC_020,1056,3.2,"Здания как здания, ничего особенного.",Neutral,0.67,"[0.42, 0.41, 0.11]"
USR_0089,Музеи и искусство,LOC_047,268,4.2,Очень познавательно и интересно.,Positive,0.23,"[0.3, 0.29, 0.01]"
USR_0187,Шопинг,LOC_021,81,4.8,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.18,"[0.64, 0.46, 0.19]"
USR_0081,Архитектура,LOC_050,24,4.1,Потрясающие фасады зданий!,Positive,0.53,"[0.45, 0.32, 0.13]"
USR_0112,Ночная жизнь,LOC_037,713,4.6,Лучшая вечеринка года!,Positive,0.72,"[0.69, 0.3, 0.22]"
USR_0156,Шопинг,LOC_039,494,4.7,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.19,"[0.25, 0.53, 0.3]"
USR_0131,Музеи и искусство,LOC_006,618,5.0,Экспозиция просто восторг!,Positive,0.32,"[0.51, 0.19, 0.42]"
USR_0030,Музеи и искусство,LOC_004,129,4.7,Экспозиция просто восторг!,Positive,0.3,"[0.67, 0.17, 0.05]"
USR_0099,Архитектура,LOC_010,83,4.3,Потрясающие фасады зданий!,Positive,0.94,"[0.5, 0.23, 0.54]"
USR_0148,Гастрономия,LOC_011,17,3.6,"Еда средняя, цены завышены.",Neutral,0.35,"[0.61, 0.69, 0.63]"
USR_0049,Шопинг,LOC_049,225,3.1,"Мало брендов, но чисто.",Neutral,0.49,"[0.63, 0.32, 0.74]"
USR_0066,Парки и природа,LOC_040,455,4.6,"Очень зелено, свежий воздух, идеально для отдыха.",Positive,0.18,"[0.7, 0.57, 0.48]"
USR_0012,Шопинг,LOC_004,258,4.7,Прекрасный торговый центр с удобной парковкой.,Positive,0.25,"[0.88, 0.63, 0.42]"
USR_0182,Музеи и искусство,LOC_044,297,3.6,"Некоторые залы закрыты, но в целом пойдет.",Neutral,0.13,"[0.29, 0.67, 0.83]"
USR_0112,Ночная жизнь,LOC_006,1182,5.0,"Замечательная атмосфера, танцевали до утра.",Positive,0.35,"[0.53, 0.42, 0.62]"
USR_0001,Музеи и искусство,LOC_018,224,4.4,Современное искусство на высшем уровне.,Positive,0.78,"[0.7, 0.43, 0.21]"
USR_0134,Архитектура,LOC_029,370,4.9,Очень красивое историческое место.,Positive,0.37,"[0.36, 0.7, 0.56]"
USR_0138,Гастрономия,LOC_043,775,3.3,"Еда средняя, цены завышены.",Neutral,0.73,"[0.84, 0.37, 0.63]"
USR_0176,Парки и природа,LOC_028,262,3.0,"Обычный парк, маловато скамеек.",Neutral,0.18,"[0.67, 0.65, 0.79]"
USR_0185,Шопинг,LOC_032,496,1.8,"Хамоватый персонал, обсчитали на кассе.",Negative,0.74,"[0.52, 0.12, 0.43]"
USR_0190,Гастрономия,LOC_039,1001,2.6,"Еда средняя, цены завышены.",Neutral,0.14,"[0.45, 0.42, 0.15]"
USR_0189,Парки и природа,LOC_029,1503,3.4,"Можно погулять, если живете рядом.",Neutral,0.82,"[0.74, 0.52, 0.11]"
USR_0172,Музеи и искусство,LOC_027,89,4.6,Экспозиция просто восторг!,Positive,0.66,"[0.27, 0.67, 0.72]"
USR_0051,Ночная жизнь,LOC_018,1315,5.0,Лучшая вечеринка года!,Positive,0.24,"[0.43, 0.55, 0.71]"
USR_0094,Музеи и искусство,LOC_014,348,3.1,"Экспозиция небольшая, ожидал большего.",Neutral,0.4,"[0.57, 0.38, 0.37]"
USR_0111,Архитектура,LOC_049,159,3.9,"Здания как здания, ничего особенного.",Neutral,0.47,"[0.63, 0.48, 0.88]"
USR_0018,Архитектура,LOC_033,317,4.0,Потрясающие фасады зданий!,Positive,0.63,"[0.47, 0.34, 0.73]"
USR_0171,Ночная жизнь,LOC_008,1966,4.5,Отличная музыка и вкусные коктейли.,Positive,0.85,"[0.61, 0.65, 0.39]"
USR_0085,Шопинг,LOC_023,349,4.6,"Огромный выбор магазинов, нашел все что нужно.",Positive,0.18,"[0.75, 0.48, 0.21]"
USR_0160,Гастрономия,LOC_028,209,4.4,"Невероятно вкусно, лучший ресторан в городе!",Positive,0.79,"[0.66, 0.15, 0.84]"
USR_0081,Ночная жизнь,LOC_008,511,4.8,"Замечательная атмосфера, танцевали до утра.",Positive,0.26,"[0.6, 0.44, 0.53]"
USR_0170,Гастрономия,LOC_019,147,4.5,Отличное обслуживание и прекрасное меню.,Positive,0.44,"[0.52, 0.49, 0.74]"
USR_0032,Парки и природа,LOC_044,49,4.0,Прекрасный ландшафтный дизайн.,Positive,0.92,"[0.32, 0.77, 0.06]"
USR_0185,Шопинг,LOC_044,78,4.4,Отличные скидки и приветливый персонал.,Positive,0.33,"[0.28, 0.67, 0.69]"
USR_0077,Архитектура,LOC_038,78,1.2,"Фасады обшарпаны, неприятно смотреть.",Negative,0.43,"[0.47, 0.45, 0.59]"
USR_0130,Шопинг,LOC_032,92,1.2,"Хамоватый персонал, обсчитали на кассе.",Negative,0.82,"[0.26, 0.67, 0.8]"
USR_0080,Музеи и искусство,LOC_034,84,4.5,Очень познавательно и интересно.,Positive,0.78,"[0.83, 0.55, 0.0]"
USR_0171,Архитектура,LOC_043,522,4.5,"Великолепная архитектура, обязательно к посещению.",Positive,0.65,"[0.3, 0.2, 0.48]"
USR_0105,Гастрономия,LOC_020,110,4.4,Отличное обслуживание и прекрасное меню.,Positive,0.78,"[0.47, 0.5, 0.18]"
USR_0084,Архитектура,LOC_003,222,2.9,"Здания как здания, ничего особенного.",Neutral,0.2,"[0.68, 0.32, 0.51]"
USR_0104,Музеи и искусство,LOC_015,1145,4.8,Очень познавательно и интересно.,Positive,0.69,"[0.84, 0.31, 0.85]"
USR_0179,Архитектура,LOC_026,331,4.8,Потрясающие фасады зданий!,Positive,0.15,"[0.5, 0.79, 0.31]"
USR_0076,Ночная жизнь,LOC_039,560,3.4,"Музыка на любителя, но коктейли неплохие.",Neutral,0.9,"[0.26, 0.11, 0.89]"
USR_0142,Гастрономия,LOC_004,104,5.0,Отличное обслуживание и прекрасное меню.,Positive,0.24,"[0.48, 0.19, 0.26]"
USR_0033,Музеи и искусство,LOC_001,116,4.2,Очень познавательно и интересно.,Positive,0.45,"[0.46, 0.48, 0.05]"
USR_0050,Ночная жизнь,LOC_014,30,4.6,Отличная музыка и вкусные коктейли.,Positive,0.6,"[0.69, 0.67, 0.32]"
